,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,,
,,TET1,PHC1,MBD3,SNAI2,FOXD1,FOSB,CD44,GABRB3,SOX2,ZNF281,SP1,LEFTY1,SET,CBX7,UTF1,CDH2 (NCAD),HNF4A,TGFBR2,DUSP10,ESRRB,MYC,ZFP42 (REX1),TRIM28,CD48,CDKN1A,JMJD3,RNF2,LATS2,T,FGF2,LCK,KLF5,KLF4,NACC1,FBXO15,CD4,DNMT3L,EZH2,EED,SMARCC2,MyoD1,NODAL,CDH1,DPPA4,LEFTY2,RIF1,ETV5,CD3D,DNMT3B,KDM5A,JARID2,LOX,Sox1,Wnt3,Gata6,DPPA2,SALL1,NR0B1(DAX1),TCF3,PTPN6,USP16,SETD1A,HDAC2,LUM,SOX13,SMAD4,SEMA6A,GAL,SALL4,REST,HESX1,CCR7,PRDM14,JMJD2B,COL3A1,GREM1,TCL1A,DVL2,APOE,LRRN1,STAT3,OTX2,CCND1,STEMCCA-P2A,TET2,KAT7 (Myst),TDGF1,Eomes,MASP1,KDR,GDF3,NANOG,ZIC3,LIN28A,POU5F1,GAPDH,,
073,D7 SSEA4+ Tra1-60-  12,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Pass,,
074,D7 SSEA4+ Tra1-60-  23,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Fail,Pass,,
075,D7 SSEA4+ Tra1-60-  32,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Pass,,
076,D11 SSEA4+ Tra1-60-  7,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Fail,Fail,Fail,Pass,Fail,Pass,,
077,D11 SSEA4+ Tra1-60-  15,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Fail,Pass,,
078,D11 SSEA4+ Tra1-60-  23,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Pass,Pass,,
079,D14 SSEA4+ Tra1-60-  8,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Pass,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Pass,Fail,Pass,Pass,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Pass,,
080,D14 SSEA4+ Tra1-60-  17,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Fail,Pass,Pass,,
081,D14 SSEA4+ Tra1-60-  27,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Pass,,
082,D21 SSEA4+ Tra1-60-  7,Fail,Pass,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Pass,Fail,Pass,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Pass,,
083,D21 SSEA4+ Tra1-60-  17,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Pass,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Pass,,
084,D21 SSEA4+ Tra1-60-  28,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Pass,,
085,D7 SSEA4+ Tra1-60-  14,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Fail,Pass,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Pass,,
086,D7 SSEA4+ Tra1-60-  25,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Pass,,
087,D7 SSEA4+ Tra1-60-  33,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Pass,,
088,D11 SSEA4+ Tra1-60-  8,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Pass,,
089,D11 SSEA4+ Tra1-60-  16,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Pass,,
090,D11 SSEA4+ Tra1-60-  24,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Pass,,
091,D14 SSEA4+ Tra1-60-  10,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Pass,Pass,,
092,D14 SSEA4+ Tra1-60-  18,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Pass,Pass,,
093,D14 SSEA4+ Tra1-60-  28,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,,
094,D21 SSEA4+ Tra1-60-  8,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Fail,Pass,Pass,,
095,D21 SSEA4+ Tra1-60-  18,Pass,Pass,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Pass,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,,
096,Negative Control,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,,
097,Positive Control,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Fail,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,
098,D7 SSEA4+ Tra1-60+  10,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Pass,Pass,Pass,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Pass,,
099,D7 SSEA4+ Tra1-60+  18,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Pass,,
100,D11 SSEA4+ Tra1-60+  1,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Pass,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Fail,Pass,Pass,,
101,D11 SSEA4+ Tra1-60+  9,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Pass,Pass,,
102,D11 SSEA4+ Tra1-60+  17,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Pass,Fail,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Fail,Pass,Pass,Pass,,
103,D14 SSEA4+ Tra1-60+  1,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Pass,Pass,,
104,D14 SSEA4+ Tra1-60+  10,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Pass,Pass,,
